payment_id,status,delivery_time_hours,failure_reason
P003381,Completed,22.7,
P002134,Completed,46.4,
P003049,Completed,40.8,
P001692,Delayed,95.0,Invalid Account Details
P000506,Completed,30.7,
P000039,Completed,13.1,
P000783,Completed,13.4,
P002260,Completed,60.2,
P002568,Completed,67.6,
P004436,Completed,31.7,
P004353,Completed,61.1,
P002942,Completed,68.8,
P003538,Delayed,202.4,
P000996,Delayed,224.4,
P000114,Completed,7.9,
P002925,Completed,52.5,
P004304,Completed,45.4,
P003108,Completed,63.2,
P004486,Completed,32.9,
P002962,Delayed,,
P000014,Completed,47.9,
P001807,Completed,40.2,
P001507,Completed,36.4,
P001408,Completed,58.0,
P003913,Completed,2.3,
P001383,Completed,3.9,
P003436,Completed,52.7,
P002689,Completed,69.4,
P000703,Completed,26.1,
P000502,Completed,35.2,
P002010,Completed,29.8,
P000407,Completed,16.6,
P004030,Completed,60.2,
P003056,Delayed,183.2,
P002398,Delayed,204.1,
P000641,Completed,40.1,
P003830,Completed,51.3,
P004076,Delayed,168.4,
P001026,Completed,53.8,
P001294,Completed,16.5,
P000755,Completed,18.0,
P002602,Completed,27.8,
P000746,Completed,6.1,
P001244,Completed,46.5,
P003422, Delayed,116.1,
P003262,Completed,23.8,
P002473,Completed,60.9,
P001592,Completed,63.0,
P001178,Completed,21.2,
P002660,Completed,8.7,
P003004,Completed,58.3,
P002114,Completed,33.6,
P001824,Failed,,Regulatory Block
P003267,Completed,53.5,
P002419,Completed,65.9,
P002171,Completed,40.5,
P000523,Completed,71.4,
P004129,Completed,6.8,
P002507,delayed,107.4,
P002466,Completed,69.1,
P001168,Completed,56.0,
P002795,Completed,62.9,
P002562,Completed,29.0,
P000287,Delayed,207.3,
P002547,Completed,43.5,
P001766,completed,55.5,
P000347,Completed,26.1,
P003026,Completed,46.0,
P003781,Completed,30.2,
P001957,completed,36.5,
P002926,Completed,40.0,
P000451,Completed,56.0,
P001950,Completed,54.3,
P002916, Completed,16.3,
P000761,Completed,38.1,
P004086,Completed,13.5,
P000708,Completed,5.6,
P002167,Completed,19.8,
P000242,Completed,11.7,
P002809,Delayed,168.5,
P002142,Completed,45.4,
P000072,Completed,5.9,
P000573,Completed,63.6,
P001763,Completed,29.5,
P000333,Delayed,121.1,
P002385,Completed,57.2,
P000043,Completed,48.8,
P000822,Failed,,Network Error
P000543,Completed,56.2,
P003448,Completed,17.0,
P001635,Completed,49.3,
P000471,Completed,10.0,
P003532,Completed,29.5,
P001140,Failed,,Regulatory Block
P000537,Completed,50.5,
P001649,Completed,60.8,
P002460,Completed,2.1,
P003501,Completed,58.5,
P003584,Completed,,
P004391,Completed,36.9,
P002830,Completed,22.1,Network Error
P003249,Completed,64.5,
P001752,Completed,40.0,
P002551,Completed,51.8,
P001315,Completed,13.2,
P002295,Completed,51.4,
P004128,Delayed,59.9,
P000640,Completed,4.7,
P002669, Completed,46.0,
P003948,Completed,9.0,
P004147,Completed,47.5,
P002997,Completed,61.7,
P000235,Delayed,135.9,
P002050,Failed,,Insufficient Funds
P002584,Completed,4.1,
P003793,Failed,,Regulatory Block
P004280,Completed,13.7,
P003901,Completed,32.8,
P002902,Completed,44.5,
P003508,Completed,43.7,
P002231,Completed,31.6,
P002474,Completed,26.6,
P002751,Completed,38.3,
P002892,Delayed,221.8,
P000899,Completed,9.8,
P000099,Delayed,96.0,
P002390,Completed,46.9,
P001304,Completed,47.4,
P000589,Completed,57.0,
P000679,Completed,31.8,
P003443,Completed,56.1,
P001359,Completed,66.2,
P002619,Completed,22.5,
P001589,Completed,23.8,
P003524,Failed,,Compliance Hold
P003070,Completed,5.4,
P003791,Completed,46.5,
P001364,Delayed,226.0,
P001156,Completed,8.7,
P003966,Completed,18.2,
P003730,Completed,44.3,
P004307,Delayed,,
P003747,Completed,40.8,
P003515,Completed,59.9,
P001113,Completed,3.1,
P001926,Completed,19.2,
P000850,Completed,39.2,
P002921,Completed,61.8,
P000358,Completed,64.5,
P003777,Failed,,Compliance Hold
P000767,Completed,10.4,
P002770,Completed,20.3,
P002729,Completed,28.0,
P001214,Completed,11.5,
P002035,Completed,39.2,
P000938,Completed,50.4,
P002615,Completed,47.0,
P002915,Completed,58.1,
P001191,Completed,29.5,
P003173,Completed,6.0,
P004382,Completed,42.2,
P003061,Completed,62.2,
P003593,Completed,26.5,
P000849,Delayed,61.2,
P003710,Completed,33.2,
P002518,Delayed,200.8,
P001247,Completed,13.8,
P000059,Completed,69.8,
P003661,Completed,67.3,
P000525,Completed,19.0,
P002414,Completed,11.6,
P003300,Completed,59.8,
P000874,Completed,37.4,
P000830,Completed,49.7,
P004399,Completed,66.0,
P000875,Completed,53.4,
P002406,Completed,47.6,
P002055,Failed,,Regulatory Block
P002672,Completed,58.8,
P003203,Completed,7.6,
P004187,Completed,4.9,
P003235,Completed,10.7,
P002803,Failed,,Compliance Hold
P001496,Delayed,83.2,
P003794,Completed,40.3,
P004024,Completed,59.8,
P002952,Completed,11.2,
P000070,Completed,58.7,
P004036,Completed,31.5,
P004142,Completed,35.9,
P000561,Completed,14.1,
P001600,Delayed,200.6,
P001335,Delayed,,
P003220,Completed,35.3,
P002866, Completed,22.1,
P004067,Completed,63.4,
P002761,Completed,42.3,
P001743,Completed,9.5,
P001083,Completed,30.8,
P000490,Delayed,,
P003982,Completed,35.1,
P002853,Completed,70.1,
P003296,Completed,52.6,
P002935,Delayed,143.7,
P001583,completed,16.6,
P003014,Delayed,238.8,
P002679,Failed,,Regulatory Block
P002986,Completed,40.0,
P003301,Delayed,191.2,
P002858,Completed,53.6,
P002451,Completed,39.6,
P003522,Delayed,162.3,
P004106,Delayed,96.5,
P001797,Completed,23.2,
P001971,Failed,,Regulatory Block
P001106,Failed,,Network Error
P002214,Delayed,207.4,
P001813,Completed,44.7,
P000740,Completed,69.5,
P002409,Completed,28.4,
P003063,Failed,,Insufficient Funds
P001614,Completed,44.3,
P003211,Completed,23.5,
P002832,Completed,39.7,
P003136,Completed,44.2,
P000193,Completed,47.1,
P004294,Delayed,185.3,
P002459,Delayed,117.1,
P000520,Completed,-67.5,
P002799,Delayed,89.4,
P002517,Completed,42.3,
P002312,Completed,31.4,
P002846,Completed,11.6,
P001069,Completed,29.4,
P001332,Completed,35.7,
P000928,Failed,,Invalid Account Details
P002532,Completed,41.0,
P001336,Completed,42.6,
P001978,Completed,67.3,
P002733,Completed,47.3,
P004088,Completed,47.4,
P002932,Delayed,122.6,
P003696,Delayed,139.2,
P000806,Delayed,209.7,
P002826,Completed,63.8,
P002917,Completed,38.4,
P001447,Completed,52.5,
P002868,Failed,,Regulatory Block
P002294,Completed,39.2,
P000821,Completed,28.3,
P004062,Completed,33.6,
P002778,Delayed,62.6,
P003086,Completed,48.0,
P001546,Completed,10.3,
P002141,Completed,38.3,
P001100,Completed,37.5,
P000839,Completed,64.2,
P002519,Completed,31.6,
P002621,Completed,12.8,
P004024,Completed,59.8,
P003252,Completed,40.9,
P004385,Delayed,120.9,
P000276,Completed,59.6,
P001761,Completed,26.7,
P000730,Delayed,135.5,
P001007,Failed,,Regulatory Block
P000145,Completed,68.4,
P000231,Completed,69.3,
P000214,Completed,45.6,
P001342,Completed,20.1,
P000066,Completed,5.3,
P003930,Completed,43.0,
P001369,Completed,4.5,
P002293,Delayed,238.9,
P000454,Failed,,Insufficient Funds
P003983,Completed,47.7,
P001186,Completed,46.2,
P000584,Completed,49.6,
P000655,Completed,42.2,
P001737,Completed,37.9,
P000800,Completed,34.3,
P004419,Completed,63.1,Invalid Account Details
P001297,Completed,71.3,
P000645,Completed,67.2,
P002654,Completed,60.3,
P003390,Completed,51.9,
P001560,Completed,39.0,
P001327,Completed,17.1,
P000834,Completed,15.2,
P002629,Completed,63.9,
P002900,Completed,14.0,
P000458,Completed,24.4,
P000665,Completed,39.4,
P000989,Completed,47.5,
P002485,Completed,42.8,
P003454,Completed,69.6,
P002014,Completed,18.9,
P003020,Completed,32.7,
P003695,Delayed,110.5,
P002269,Completed,67.9,
P002222,Delayed,121.1,
P000988,Delayed,106.4,
P003647,completed,2.6,
P003326,Completed,18.3,
P003808,Completed,3.0,
P000683,Completed,71.4,
P002583,Completed,48.8,
P000807,Completed,21.2,
P003796,Completed,52.8,Invalid Account Details
P002364,Delayed,199.1,
P001082,Completed,6.0,
P004440,Completed,51.7,
P001199,Completed,61.9,
P003880,Completed,20.8,
P002335,Completed,20.9,
P002896,Completed,38.2,
P000429,Completed,17.4,
P000692,Completed,37.7,
P000280,Completed,48.8,
P001202,Completed,39.3,
P000654,Completed,61.5,
P002914,Completed,38.5,
P003915,Delayed,184.6,
P001985,Completed,8.4,
P000107,Failed,,Regulatory Block
P000190,Completed,36.6,
P000916,Completed,60.3,
P000444,Completed,26.6,
P001240,Completed,,
P000124,Completed,37.2,
P002184,Completed,28.9,
P000623,Completed,22.5,
P002158,Completed,15.4,
P001805,Completed,8.6,
P003395,Completed,8.3,
P000727,Completed,39.2,
P000201,Completed,17.9,
P001905,Completed,4.2,
P002709,Completed,64.6,
P000591,Completed,39.0,
P001643,Completed,22.9,
P000954,Completed,29.3,
P002130,Completed,3.5,
P002901,Completed,58.4,
P000694,Completed,52.4,
P001907,Completed,52.3,
P002883,Failed,,
P001912,Completed,13.6,
P002072,Completed,28.9,
P003767,Completed,26.6,
P002975,Completed,38.1,
P004158,Completed,67.8,
P000480,Completed,52.2,
P004170,Completed,34.7,
P002721,Completed,48.3,
P002045,Completed,35.6,
P003245, Completed,52.1,
P001537,Completed,,
P001987,Completed,30.0,
P003865,Completed,46.8,
P001837,Completed,32.0,
P001927,Completed,41.0,
P001554,Completed,65.7,
P001366,Completed,23.7,
P001543,Completed,26.8,
P002223,Completed,65.5,
P003879,Completed,59.4,
P001570,Delayed,52.3,
P003608,Completed,56.3,
P002738,Completed,56.0,
P000111,Completed,1.6,
P000597,Completed,28.7,
P002746,Completed,71.9,
P000881,Completed,67.4,
P002792,Delayed,52.0,
P000859,Completed,58.4,
P002092,Completed,28.0,
P000900,Completed,25.5,
P001345,Completed,51.1,
P000184,Completed,16.4,
P001913,Completed,,Network Error
P002218,Completed,37.0,
P002939,Completed,26.8,
P002443,Failed,,Regulatory Block
P000910,Delayed,76.8,
P001786,Delayed,184.8,
P003792,Delayed,166.5,
P002829,Completed,18.3,
P000448,Completed,70.8,
P004323,Completed,3.2,
P001396,Delayed,96.3,
P002788,Completed,26.5,
P003981,Completed,13.8,
P001727,Completed,67.0,
P001591,Completed,33.2,
P001218,Completed,14.3,
P003182,Completed,47.9,
P000884,Completed,31.7,
P001441,Completed,5.9,
P003112,Completed,26.9,
P000320,Completed,17.0,
P003486,Completed,37.6,
P000485,Delayed,134.6,
P001886,Completed,22.1,
P000546,Completed,64.1,
P004207,Completed,46.8,
P004316,Completed,63.6,
P004372,Completed,10.1,
P003003,Completed,49.2,
P001759,Completed,2.4,
P000489,Completed,55.8,
P004043,Completed,18.2,
P002458,Completed,38.1,
P003745,Delayed,227.1,
P001778,Completed,36.9,
P002446,Completed,66.9,
P000564,Completed,50.6,
P001952,Completed,49.8,
P004462,Completed,20.6,
P000599,Delayed,216.1,
P002512,Completed,35.3,
P002483,Completed,31.7,
P000538,Delayed,150.9,
P003827,Completed,17.3,
P002336,Completed,51.7,
P000913,Completed,43.0,
P000259,Completed,63.2,
P000103,Completed,32.3,
P002300,Completed,55.7,
P001325,Completed,64.4,
P004333,Completed,64.1,
P002626,Completed,25.0,
P003446,Completed,39.0,Invalid Account Details
P002642,Completed,32.3,
P002271,Completed,21.0,
P001856,Delayed,101.1,
P002049,Completed,1.4,
P000363,Completed,13.0,
P003733,Completed,50.3,
P004080,Completed,17.7,
P004397,Failed,,Regulatory Block
P002827,Completed,20.1,
P000736,Completed,21.6,
P001823,Completed,66.1,
P004189,Completed,40.8,
P002659,Completed,49.3,
P002317,Completed,70.6,
P003152,Completed,67.6,
P003759,Completed,34.2,
P000955,Delayed,193.6,
P001972,Completed,19.8,
P002708,Completed,14.0,
P000102,Delayed,237.4,
P002653,Completed,56.9,
P000090,Delayed,52.6,
P000661,Completed,12.4,
P003690,Completed,31.0,
P003001,Delayed,191.0,
P003191,Completed,32.1,
P002163,Completed,69.5,
P002359,Completed,7.2,
P002178,Completed,62.8,
P001261,Completed,6.7,
P002984,Completed,3.2,
P000414,Completed,25.6,
P004192,Delayed,198.1,
P002706,Completed,22.2,
P000869,Completed,28.8,
P001552,Completed,7.2,
P002111,Completed,19.0,
P003360,Completed,66.0,
P002835,Delayed,108.8,
P002019,Completed,11.1,
P001986,Completed,60.4,
P002059,Delayed,78.6,
P000895,Completed,27.0,
P003291,Completed,61.3,
P003761,Completed,67.1,
P000987,Completed,63.6,
P000628,Completed,71.6,
P001137,Completed,36.8,
P000334,Completed,,
P003916,Completed,51.6,
P001791,Completed,46.5,
P000593,Completed,39.2,
P003667,Completed,8.6,
P001221,Completed,33.9,
P002687, Completed,28.2,
P002638,Completed,25.9,
P001013,Completed,11.2,
P004171,Completed,67.1,
P001633,Completed,49.7,
P000288,Completed,60.4,
P000150,Completed,34.6,
P003247,Completed,16.9,
P004320,Delayed,177.4,
P002686,Completed,12.3,
P004097,Completed,4.8,
P004168,Completed,65.1,
P003297,Completed,65.8,
P002609,Completed,39.5,
P000345,Completed,66.3,
P003110,Completed,52.8,
P000811,Completed,50.0,
P003364,Completed,70.0,
P001312,Completed,12.5,
P002505,Completed,2.2,
P004352,Delayed,60.2,
P000978,Completed,37.3,
P002198,completed,34.5,
P002383,Completed,46.1,
P002885,Completed,62.0,
P002434,Completed,65.3,
P001701,Completed,50.3,
P001516,Completed,5.1,
P000667,Completed,5.4,
P001770,Completed,35.0,
P000933,Completed,12.6,
P003904,Completed,47.2,
P002416,Completed,30.5,
P000794,Delayed,124.7,
P001006,Completed,12.3,
P002069,Failed,,Invalid Account Details
P002625,Completed,31.7,
P000139,Completed,61.7,
P002607,Failed,,Network Error
P000440,Delayed,88.1,
P000324,Failed,,Insufficient Funds
P001773,Completed,-16.4,
P004008,Completed,44.5,
P002360,Completed,2.4,
P003547,Delayed,86.5,
P003663,Completed,50.3,
P000372,Completed,69.8,
P000467,Completed,43.6,
P002812,Completed,25.7,
P002420,Failed,,Compliance Hold
P000285,Completed,22.2,
P002797,Completed,41.1,
P003870,Completed,36.3,
P004064,Completed,51.2,
P001918,Completed,61.4,
P002492,Completed,35.2,
P002937,Failed,,Network Error
P004405,Completed,55.2,
P000877,Completed,66.4,
P002157,Delayed,62.2,
P001882,Delayed,200.2,
P001060,Completed,8.1,
P003488,Completed,9.6,
P000901,Delayed,74.4,
P001095,Completed,5.1,
P002773,Completed,35.7,
P004311,Completed,53.3,
P000317,Completed,40.4,
P004184,Completed,58.4,
P000335,Delayed,183.7,
P001289,Completed,24.1,
P003950,Completed,56.0,
P002930,Completed,30.6,
P002252,Completed,5.8,
P001902,Completed,67.3,
P002876,Completed,4.4,
P000272,Delayed,183.7,
P002691,Completed,24.9,
P001859,Completed,41.4,
P000279,Failed,,Compliance Hold
P003164,Completed,61.4,
P001028,Completed,48.6,
P003431,Completed,57.7,
P004153,Completed,55.6,
P001407,Failed,,Compliance Hold
P000965,Completed,6.9,
P000995,Completed,3.9,
P003954,Completed,2.1,
P004075,Completed,34.5,
P003498,Completed,52.0,
P003932,Failed,,Compliance Hold
P002999,Delayed,211.3,
P000246,Completed,26.8,
P000404,Completed,24.3,
P004072,Completed,44.1,
P003287,Completed,17.4,
P003591,Completed,20.1,
P003937,Completed,21.0,
P002227,Completed,65.4,
P003473,Completed,21.8,
P002041,Completed,19.8,
P001480,Completed,59.8,
P003473,Completed,21.8,
P002759,Completed,4.5,
P000790,Completed,56.8,
P002461,Completed,40.9,
P001432,Completed,23.9,
P002974,Completed,5.4,
P000936,Completed,39.7,
P000941,Completed,25.4,
P000776,Completed,58.5,
P003302,Completed,45.8,
P004472,Completed,5.7,
P001022,Completed,64.2,
P003370,Completed,1.3,
P002287,Completed,48.6,
P001596,Delayed,80.1,
P003344,Completed,11.5,
P000565,Completed,46.3,
P000644,Completed,10.5,
P002375,Completed,53.2,
P001266,Completed,27.6,
P002874,Completed,58.8,
P000845,Completed,34.2,
P000751,Completed,69.9,
P003953,Completed,53.2,
P000156,Completed,-5.3,
P001557,Completed,65.1,
P001578,Completed,66.2,
P000723,Completed,42.2,
P000386,Completed,7.2,
P004456,Completed,13.7,
P002948,Completed,24.9,
P003468,Completed,,
P000311,Completed,3.1,
P001909,Failed,,Compliance Hold
P000705,Completed,70.7,
P004366,Failed,,Invalid Account Details
P002454,Completed,53.0,
P002671,Completed,44.5,
P002176,Completed,60.4,
P003871,Failed,,Insufficient Funds
P004393,Completed,4.3,
P001174,Completed,16.2,
P000204,Delayed,173.5,
P000173,Completed,49.9,
P004386,Completed,45.2,
P003496,Completed,45.3,
P001187,Completed,38.0,
P001953,Completed,25.8,
P002166,Completed,13.5,
P000053,Completed,63.1,
P000854,Delayed,74.3,
P001338,Completed,50.6,
P001525,Completed,27.9,
P004480,Completed,41.8,
P000781,Completed,30.7,
P003155, Completed,47.1,
P000918,Completed,28.6,
P004423,Delayed,220.0,
P003585,Failed,,Invalid Account Details
P003260,Completed,40.4,
P000062,Completed,45.5,
P004381,Completed,6.4,
P004163,Completed,62.9,
P004077,Completed,61.3,
P002600,Delayed,156.9,
P004459,Completed,66.0,
P003343,Failed,,Regulatory Block
P001465,Completed,41.2,
P002766,Completed,41.8,
P004373,Completed,26.0,
P000241,Delayed,56.6,
P001363,Failed,,Compliance Hold
P002624,Completed,7.9,
P000398,Completed,30.2,
P004361,Completed,,
P000970,Completed,36.8,
P001463,Completed,26.5,
P002302,Completed,70.3,
P003567,Delayed,173.9,
P003629,Completed,34.5,
P004135,Completed,69.0,
P003671,Completed,31.0,
P004090,Completed,14.0,
P003944,Delayed,200.9,
P004052,Completed,44.4,
P002160,Delayed,60.1,
P003970,Completed,14.3,
P001136,Completed,16.0,
P002369,Completed,68.9,
P000943,Completed,27.6,
P001603,Completed,29.3,
P003349,Failed,,Network Error
P003859,completed,3.3,
P000867,Completed,53.5,
P000813,Completed,4.0,
P004317,Completed,32.9,Regulatory Block
P000491,Completed,14.1,
P001969,Completed,24.1,
P000089,Completed,66.7,
P002688,Completed,12.0,
P000625,Completed,28.2,
P003727,Completed,20.5,
P003595,Completed,69.6,
P002758,Completed,24.0,
P003393,Completed,11.6,
P000757,Completed,32.5,
P001120,Failed,,Regulatory Block
P000110, Failed,,Regulatory Block
P003614,Completed,30.0,
P002415,Completed,27.2,
P000405,Delayed,215.0,
P001317,Failed,,Compliance Hold
P000993,Delayed,171.9,
P004329,Completed,10.3,
P000666,Completed,2.3,
P001539,Completed,33.9,
P000824,Completed,53.4,
P002680,Completed,37.7,
P000487,Completed,70.9,
P003399,Completed,41.2,
P000571,Completed,56.9,
P000853,Completed,31.0,
P002655,Completed,39.7,
P000939,Delayed,190.3,
P003574,Completed,58.2,
P002471,Completed,25.8,
P002422,Completed,18.3,
P002911,Delayed,60.0,
P002308,Completed,25.0,
P003456,Delayed,162.2,
P000200,Delayed,,
P000479,Completed,4.0,
P002882,Completed,19.1,
P000526,Completed,7.3,
P004292,Completed,34.8,
P002100,Completed,57.2,
P001771,Completed,52.3,
P001226,Completed,32.1,
P004265,Delayed,187.7,
P004439,Completed,31.7,
P003035,Completed,61.6,
P003332,Completed,52.2,
P004116,Completed,7.4,
P003622,Completed,5.7,
P002196,Completed,56.3,
P003732,Completed,36.9,
P002645,Completed,63.0,
P000581,Completed,34.8,
P001153,Delayed,159.7,
P001590,Completed,11.9,
P000702,Completed,66.8,
P004038,Completed,17.8,
P000332,Completed,8.1,
P003037,Delayed,167.3,
P001222,Delayed,67.9,
P000823,Failed,,Regulatory Block
P001788,Completed,48.3,
P000249,Failed,,Network Error
P001254,Completed,41.7,
P002144,Completed,60.7,
P004308,Completed,68.5,
P002253,Completed,18.9,
P003556,Completed,50.2,
P002491,Completed,12.0,
P002549,Completed,43.4,
P002185,Failed,,Network Error
P002522,Completed,,
P004411,Delayed,137.7,
P003643,Completed,22.0,
P003329,Completed,41.0,
P001068,Completed,33.4,
P000567,Failed,,Regulatory Block
P004450,Completed,70.8,
P002815,Delayed,239.8,
P002661,Completed,69.3,
P001611,Failed,,Insufficient Funds
P001263,Completed,44.2,
P001644,Completed,39.8,
P000836,Completed,34.1,Compliance Hold
P004248,Completed,57.8,
P002162,Completed,41.6,
P003348,Completed,44.4,
P001475,Completed,13.0,
P003673,Completed,12.1,
P002509,Completed,13.3,
P004282,Completed,48.1,
P003286,Completed,54.0,
P003627,Completed,35.8,
P001681,Completed,14.9,
P004109,Completed,26.3,
P003241,Completed,7.0,
P002870,Completed,27.6,
P001895,Completed,58.0,
P003231,Delayed,158.1,
P003423,Completed,3.2,
P004068,Completed,12.5,
P003755,Completed,63.8,
P001787,Completed,66.2,
P002823,Completed,67.1,
P003636,Failed,,Regulatory Block
P002125,Delayed,123.0,
P004045,Completed,64.8,
P002793,Completed,29.1,
P002083,Completed,1.0,
P000141,Completed,59.7,
P001873,Completed,27.5,
P000050,Completed,19.3,
P003092,Failed,,Compliance Hold
P000560,Completed,43.8,
P003842,Completed,6.3,
P001531,Completed,52.4,
P001322,Completed,56.6,
P001453,Completed,2.6,
P003224,Completed,70.4,
P002597,Delayed,188.1,
P000857,Completed,15.6,
P004033,Delayed,190.6,
P000101,Completed,50.8,
P002337,Delayed,154.6,
P000688,Completed,39.1,
P004020,Completed,55.5,
P004362,Completed,65.7,
P002757,Completed,13.9,
P002511,Completed,30.3,
P003735,Completed,61.5,
P002857,Completed,35.2,
P002350, Completed,50.0,
P003114,Failed,,Invalid Account Details
P000780,Completed,31.9,
P000100,Completed,35.7,
P001076,Completed,34.1,
P004172, Completed,29.0,
P000893,Completed,60.6,
P001328,Completed,40.3,
P004400,Delayed,187.0,
P004452,Delayed,86.9,
P002469,Completed,5.1,
P003601,Completed,16.7,
P002448,Completed,69.9,
P001111,Completed,70.9,
P002193,Delayed,56.6,
P003045,Completed,43.0,
P003205,Completed,53.1,
P003314,Completed,13.1,
P000369,Delayed,70.0,
P002209, Completed,25.2,
P004467,Completed,8.6,
P002190,Completed,34.5,
P004221,Completed,27.2,
P002173,Delayed,94.7,
P003637, Completed,38.7,
P000413,completed,32.6,
P002009,Failed,,Regulatory Block
P000353,Completed,31.1,
P002961,Completed,63.7,
P000357,Completed,29.4,
P000210,Completed,63.3,
P002565,Delayed,78.1,
P000134,Completed,31.2,
P004224,completed,24.0,
P004428,Delayed,58.2,
P004100,Completed,51.8,
P001757,Completed,1.0,
P000649,Completed,44.6,
P001319,Completed,17.6,
P002905,Completed,49.4,
P003366,Delayed,100.0,
P000362,Completed,64.0,
P002026,Completed,68.3,
P002402,Completed,24.1,
P002480,Delayed,122.9,
P002595,Failed,,Network Error
P004318,Completed,5.3,
P001900,Completed,64.3,
P002097,Completed,15.8,
P000011,Completed,34.3,
P003375,Completed,23.2,
P002342,Delayed,144.2,
P001903,Completed,23.9,
P002304,Completed,6.4,
P003099,Completed,45.1,
P002094,Completed,24.8,
P000294,Completed,1.6,
P000699,Completed,2.2,
P000805,Completed,42.7,
P003790,Completed,69.2,
P001576,Delayed,115.0,
P000299,Completed,38.4,
P001283,Completed,60.1,
P001559,Completed,47.4,
P003851,Delayed,118.8,
P000423,Completed,26.7,
P001825,Completed,46.6,
P001947,Completed,36.7,
P001241,Completed,37.7,
P002082,Completed,1.3,
P001235,Completed,58.4,
P001089,Completed,65.1,
P001840,Completed,25.2,
P000633,Delayed,223.5,
P003416,Failed,,Network Error
P002750,Completed,25.6,
P003592,Delayed,204.5,
P002908,Delayed,220.7,
P003309,Completed,39.6,
P004092,Completed,34.5,
P000042,Completed,3.2,
P000929,Completed,43.8,
P000212,Completed,11.5,
P003362,Completed,69.9,
P003651,Completed,20.8,
P003750,Delayed,,
P001394,Completed,47.5,
P000826,Completed,44.1,
P001844,Failed,,Regulatory Block
P000457,Delayed,110.8,
P001271,Completed,69.4,
P003619,Completed,70.6,
P001689,Completed,18.9,
P001318,Completed,2.5,
P000264,Completed,61.8,
P001798,Delayed,121.8,
P001377,Delayed,125.1,
P002048,Completed,63.8,
P004018,Completed,23.1,
P003238,Completed,15.5,
P002993,Completed,43.1,
P001121,Completed,51.5,
P002623,Delayed,108.7,
P001346,Delayed,123.6,
P004138,Completed,52.9,
P002355,Completed,17.7,
P002326,Completed,,
P002484,Completed,5.0,
P001132,Delayed,69.8,
P002934,Delayed,62.1,
P002374,Completed,28.1,
P001976,Completed,14.9,
P004376, Failed,,Insufficient Funds
P000195,Completed,,
P000435,Completed,68.9,
P001983,Completed,54.7,
P004412,Delayed,186.9,
P002990,Completed,60.5,
P003822,Completed,46.5,
P001112,Completed,65.7,
P002760,Completed,68.5,
P001998,Completed,63.4,
P003417,Delayed,181.4,
P002441,Failed,,Network Error
P001628,Delayed,201.8,
P002694,Delayed,150.5,
P001857,Failed,,Invalid Account Details
P002135,Completed,66.5,
P000999,Completed,28.3,
P003785,Completed,66.4,
P003520,Completed,21.1,
P002183,Completed,50.0,
P004273,Completed,34.5,
P002506,Completed,18.8,
P002712,Completed,8.5,
P001810,Completed,10.7,
P003147,Completed,21.9,
P001665,Delayed,126.2,
P003855,Completed,41.0,
P003335,Completed,43.3,
P003714,Completed,67.0,
P002028,Completed,9.2,
P000985,Completed,55.9,Compliance Hold
P002299,Completed,56.3,
P002947,Delayed,183.5,
P004125,Delayed,104.1,
P000122,Completed,67.7,
P001008,Completed,46.6,
P004243,Completed,39.3,
P002779,Completed,25.7,
P001502,Delayed,204.5,
P003999,Delayed,119.0,
P003570,Completed,20.0,
P001883,Completed,41.8,
P003453,Completed,59.2,
P000815,Completed,30.4,
P001339,Completed,38.3,
P003311,Completed,16.7,
P001923,Completed,7.0,
P004293,Completed,20.2,
P000553,Completed,20.6,
P003581,Completed,69.6,
P000689,Completed,32.2,
P003741,Failed,,Regulatory Block
P003863,Completed,35.4,
P004406,Completed,44.2,
P000096,Completed,9.5,
P001779,Completed,26.8,
P004458,Completed,63.6,
P002573,Completed,61.1,
P003345,Completed,36.9,Compliance Hold
P001527,Completed,14.2,
P001242,Completed,15.0,
P003594,Completed,35.1,
P000318,Delayed,201.6,
P000033,Completed,5.9,
P000044,Completed,59.0,
P003850,Completed,54.7,
P002873,Completed,53.2,
P003481,Completed,26.7,
P001817,Completed,27.3,
P002380,Completed,16.0,
P003912,Completed,41.4,
P004194,Delayed,57.4,
P001734,Completed,38.7,
P003156,Completed,18.3,
P001853,Completed,10.4,
P001627,Completed,43.2,
P001602,Completed,67.9,
P003831,Completed,14.0,
P000439,Delayed,216.4,
P001020,Failed,,Compliance Hold
P001212,Completed,1.4,
P002150,Completed,26.7,
P003460,Completed,41.2,
P000519,Failed,,Regulatory Block
P001014,Completed,32.6,
P001871,Completed,44.2,
P004102,Completed,1.7,
P002965,Completed,52.4,
P000619,Completed,14.5,
P000603,Completed,3.6,
P001450,Completed,57.6,
P003556,Completed,50.2,
P000245,Failed,,Invalid Account Details
P001438,Completed,41.1,
P000672,Delayed,219.1,
P002946,Completed,69.8,
P001999,Completed,12.0,
P001586,Completed,20.0,
P003229,Completed,52.0,
P003509,Delayed,192.6,
P000928,Failed,,Invalid Account Details
P001806,Delayed,104.2,
P001175,Completed,40.2,
P001023,Failed,,Compliance Hold
P004098,Delayed,130.4,
P004155,Failed,,Insufficient Funds
P001245,Completed,66.6,
P001249,Delayed,201.6,
P001420,Completed,23.6,
P001765,Completed,,
P003042,Completed,36.8,
P003420,Completed,62.2,
P000754,Completed,36.6,
P004177,Completed,2.3,
P001833,Completed,28.8,
P001078,Completed,14.2,
P004432,Completed,45.7,
P001747,Completed,31.7,
P003327,Completed,71.2,
