rate_id,date,currency_pair,exchange_rate
R001012,2024-05-13,USD/GBP,0.7815
R001515,2024-07-17,USD/AUD,1.5187
R000947,2024-05-04,USD/JPY,146.2346
R001708,2024-08-11,USD/AUD,1.5489
R001970,2024-09-15,USD/EUR,0.9304
R001392,2024-07-01,USD/JPY,147.4936
R002355,2024-11-04,USD/CNY,7.267
R002416,2024-11-13,USD/EUR,0.9225
R001804,2024-08-24,USD/EUR,
R002769,2024-12-29,USD/GBP,0.776
R000189,2024-01-25,USD/JPY,147.2425
R002931,2025-01-20,USD/INR,83.9231
R002155,2024-10-09,USD/GBP,0.7702
R001822,2024-08-26,USD/JPY,148.6141
R002924,2025-01-19,USD/INR,83.1466
R002880,01/13/2025,USD/JPY,148.2218
R001333,2024-06-23,USD/AUD,1.5168
R001782,2024-08-21,USD/INR,83.1309
R001319,06/21/2024,EUR/GBP,0.8448
R001521,2024-07-18,USD/JPY,150.3132
R003041,2025-02-03,USD/CNY,7.2238
R002597,2024-12-06,USD/CNY,7.1364
R000863,2024-04-23,USD/EUR,0.9342
R001174,2024-06-03,USD/GBP,0.7795
R002213,2024-10-16,USD/CNY,7.2434
R002089,2024-09-30,USD/CAD,1.3439
R001116,2024-05-26,USD/CAD,1.3549
R000354,2024-02-16,USD/EUR,0.9185
R001035,2024-05-16,USD/INR,82.798
R002112,2024-10-03,USD/JPY,148.2583
R000732,2024-04-05,USD/CAD,1.3368
R000703,2024-04-01,USD/CNY,7.1294
R002933,2025-01-20,USD/CAD,1.338
R002406,2024-11-11,EUR/GBP,0.8614
R002577,2024-12-03,USD/CNY,7.2851
R000161,2024-01-21,USD/CNY,7.11
R002911,2025-01-17,USD/CAD,1.3428
R001943,09/11/2024,USD/CAD,1.3536
R001882,2024-09-03,USD_GBP,0.7926
R002439,2024-11-16,USD/EUR,0.916
R001138,2024-05-29,USD/CAD,1.3334
R001199,2024-06-06,USD/JPY,148.8325
R002745,2024-12-26,USD/EUR,0.8967
R000163,2024-01-22,USD/GBP,0.789
R001507,2024-07-16,USD/CAD,1.3594
R002022,2024-09-21,USD/CNY,7.1999
R001284,2024-06-17,USD/GBP,0.7875
R000186,2024-01-25,USD/EUR,0.9266
R000460,2024-03-01,USD/GBP,0.7707
R001382,2024-06-30,USD/EUR,0.9155
R001855,08/30/2024,USD/CAD,1.3635
R001008,2024-05-12,USD/AUD,1.5297
R002562,2024-12-01,USD/CNY,7.1862
R002103,2024-10-02,USD/INR,82.4764
R002898,2025-01-15,EUR/GBP,0.8647
R002891,2025-01-14,EUR/GBP,0.8512
R002209,2024-10-16,USD/JPY,148.0351
R000369,2024-02-18,USD/EUR,0.9209
R001169,2024-06-02,USD/CAD,1.358
R001436,2024-07-07,USD/JPY,148.9196
R000494,2024-03-05,USD/AUD,1.5069
R000232,2024-01-31,USD/EUR,0.922
R002509,2024-11-25,USD/EUR,0.9076
R000334,2024-02-13,USD/INR,82.6366
R002339,2024-11-02,EUR/GBP,0.8501
R000789,2024-04-13,USD/EUR,0.9194
R001584,2024-07-26,EUR/GBP,0.8505
R001337,06/24/2024,USD/GBP,0.7752
R002327,2024-11-01,USD/GBP,0.7715
R000381,2024-02-19,USD/CAD,1.3387
R002076,2024-09-28,USD/CNY,7.1573
R002383,2024-11-08,USD/AUD,1.5252
R001781,2024-08-21,USD_GBP,0.769
R001681,2024-08-08,USD/INR,83.5359
R002843,2025-01-08,USD/CAD,1.3699
R002215,2024-10-17,USD/INR,82.8089
R002957,2025-01-24,USD/EUR,0.9286
R001852,2024-08-30,USD/GBP,0.7938
R002704,2024-12-20,USD/CNY,7.2535
R001419,2024-07-05,USD/EUR,0.9341
R001282,2024-06-16,USD/CNY,7.1691
R001585,07/26/2024,USD/CNY,7.2108
R000208,2024-01-28,USD/EUR,0.9247
R002056,2024-09-26,USD/JPY,147.2834
R002952,2025-01-23,usd-inr,83.8468
R002333,2024-11-01,USD/CNY,7.071
R000882,2024-04-25,USD/AUD,1.5119
R000144,2024-01-19,EUR/GBP,0.8516
R000250,2024-02-02,USD/INR,83.5369
R002758,12/27/2024,EUR/GBP,0.8436
R002137,2024-10-06,USD/CAD,1.3514
R002965,2025-01-25,USD/EUR,0.9313
R002873,2025-01-12,USD/JPY,145.4008
R002162,2024-10-10,USD/EUR,0.9223
R002188,2024-10-13,USD/CAD,1.3464
R002565,2024-12-02,USD/JPY,147.1704
R001816,2024-08-25,USD/CAD,1.338
R002407,2024-11-11,USD/CNY,7.0867
R002605,2024-12-07,USD/CNY,7.1352
R001446,2024-07-08,USD/AUD,1.5101
R001129,2024-05-28,USD/JPY,148.4048
R002015,2024-09-21,USD/EUR,0.9276
R001339,2024-06-24,USD/JPY,147.9236
R001996,2024-09-18,USD/CAD,1.3644
R001455,2024-07-09,EUR/GBP,0.8548
R002048,2024-09-25,USD/JPY,148.4862
R000766,2024-04-09,EUR/GBP,0.844
R000103,01/14/2024,USD/AUD,1.5148
R000147,2024-01-20,USD/GBP,0.7704
R001134,2024-05-29,usd-eur,0.9242
R002566,2024-12-02,USD/CAD,1.3445
R000395,2024-02-21,USD/CAD,1.3659
R001802,2024-08-23,EUR/GBP,0.8495
R002864,2025-01-11,USD/INR,83.7669
R001222,2024-06-09,USD/INR,83.4578
R001636,2024-08-02,USD/INR,82.8642
R001832,2024-08-27,USD/AUD,1.5235
R000322,2024-02-11,EUR/GBP,0.8551
R000112,2024-01-15,EUR/GBP,0.8498
R000589,2024-03-17,EUR/GBP,0.8571
R001478,2024-07-12,USD/CNY,7.2101
R002995,2025-01-28,EUR/GBP,0.8419
R002124,2024-10-04,USD/CNY,7.1611
R000137,2024-01-18,USD/CNY,7.1238
R001456,2024-07-09,USD/CNY,7.0536
R000654,2024-03-26,USD/INR,82.2794
R003020,2025-02-01,USD/EUR,0.9251
R001679,2024-08-08,USD/EUR,0.9292
R001048,2024-05-17,USD/CNY,7.0668
R002159,2024-10-09,USD/AUD,1.5395
R000931,05/01/2024,USD/CNY,7.1401
R000221,2024-01-29,USD/AUD,1.5552
R000928,2024-05-01,USD/CAD,1.3551
R001969,09/14/2024,USD/CNY,7.166
R001930,2024-09-09,EUR/GBP,0.8666
R002614,2024-12-09,USD/EUR,0.9199
R002176,2024-10-12,USD/EUR,0.9392
R000534,03/10/2024,USD/AUD,1.5016
R002783,2024-12-31,USD/GBP,0.7706
R000607,2024-03-20,USD/GBP,0.774
R000075,2024-01-10,EUR/GBP,0.8277
R001524,2024-07-18,EUR/GBP,0.8418
R002197,2024-10-14,EUR/GBP,0.8536
R001323,2024-06-22,USD/INR,83.1413
R001592,07/27/2024,EUR/GBP,0.8252
R000114,2024-01-16,USD/EUR,0.9427
R000987,2024-05-09,EUR/GBP,0.8628
R001954,2024-09-12,USD/CNY,7.1331
R002499,2024-11-23,USD/AUD,1.532
R000223,2024-01-29,USD/CNY,7.2293
R000519,2024-03-08,EUR/GBP,0.8508
R001349,2024-06-25,EUR/GBP,0.8384
R001120,05/27/2024,USD/GBP,0.7882
R000036,2024-01-05,USD/AUD,1.5014
R000831,2024-04-18,USD/AUD,1.4996
R001873,09/02/2024,USD/EUR,0.9172
R002145,2024-10-07,USD_AUD,1.5166
R000348,2024-02-15,USD/INR,82.029
R000168,2024-01-22,EUR/GBP,0.8661
R002626,2024-12-10,USD/CAD,1.3384
R000117,2024-01-16,USD_JPY,148.4485
R000531,2024-03-10,USD/INR,83.7313
R002531,2024-11-28,USD/EUR,0.9244
R000321,2024-02-11,USD/AUD,1.5215
R001029,2024-05-15,USD/CAD,1.3583
R000474,2024-03-03,USD/EUR,0.9326
R001946,2024-09-11,USD/CNY,7.1535
R002658,2024-12-15,USD/EUR,0.9282
R002325,2024-10-31,USD/CNY,7.1796
R001587,2024-07-27,USD/GBP,0.7814
R002514,11/25/2024,EUR/GBP,0.8478
R001603,2024-07-29,USD/GBP,0.775
R000228,2024-01-30,USD/CAD,1.3355
R002020,2024-09-21,USD/AUD,1.5012
R001026,2024-05-15,USD/GBP,0.7834
R002668,2024-12-16,USD/INR,82.1745
R001754,2024-08-17,USD/CAD,1.3253
R000082,2024-01-11,EUR/GBP,0.853
R001513,2024-07-17,USD/JPY,147.4355
R002196,2024-10-14,USD/AUD,1.5099
R000669,2024-03-28,USD/INR,80.9944
R000063,2024-01-09,USD/GBP,0.7714
R000850,2024-04-21,USD/GBP,0.7759
R002893,2025-01-15,USD/EUR,0.9271
R002398,2024-11-10,USD/AUD,1.5047
R002351,2024-11-04,USD/JPY,150.074
R000516,2024-03-08,USD/JPY,149.6218
R001355,2024-06-26,USD/AUD,1.5112
R000110,2024-01-15,USD/CAD,1.349
R002210,2024-10-16,USD/CAD,1.35
R002042,2024-09-24,USD/CAD,1.3445
R002742,2024-12-25,USD/AUD,1.527
R002431,2024-11-15,USD/EUR,0.9252
R002874,2025-01-12,USD/CAD,1.3421
R001126,2024-05-28,USD/EUR,0.9095
R001089,2024-05-23,USD/EUR,0.9176
R000312,2024-02-10,USD/INR,84.1142
R002057,2024-09-26,USD/CAD,1.3436
R000020,2024-01-03,USD/JPY,146.4027
R000358,2024-02-16,USD/CAD,1.3461
R000361,2024-02-17,USD/EUR,0.9248
R002797,2025-01-02,USD/INR,83.6768
R002650,2024-12-14,USD/EUR,0.9283
R002032,2024-09-23,USD_INR,82.39
R000393,2024-02-21,USD/EUR,0.9079
R001479,2024-07-13,USD_EUR,0.9118
R002293,2024-10-27,USD/AUD,1.5213
R002083,2024-09-29,EUR/GBP,0.8377
R000658,2024-03-26,EUR/GBP,0.8498
R001247,2024-06-12,USD/JPY,148.5506
R002796,2025-01-02,USD/GBP,0.7734
R002685,2024-12-18,USD/JPY,148.9976
R002912,01/17/2025,USD/AUD,1.5254
R002372,2024-11-07,USD/INR,82.7438
R002246,2024-10-21,USD/JPY,148.655
R001422,2024-07-05,USD/JPY,150.0927
R002120,2024-10-04,USD/JPY,148.2163
R002901,2025-01-16,USD/GBP,0.7796
R000371,2024-02-18,USD/INR,83.2204
R001694,2024-08-09,USD/CNY,7.0834
R000314,2024-02-10,USD/CAD,1.361
R002554,2024-11-30,USD/CNY,7.208
R001975,2024-09-15,USD/AUD,1.5197
R000594,2024-03-18,USD/JPY,148.9955
R000971,2024-05-07,USD/AUD,1.5219
R000203,2024-01-27,USD/INR,84.1011
R001992,2024-09-18,USD/EUR,0.9269
R002612,2024-12-08,EUR/GBP,0.8403
R001845,2024-08-29,USD/INR,83.333
R001652,2024-08-04,USD/CAD,1.3544
R001993,2024-09-18,USD/GBP,0.7893
R000439,2024-02-27,USD/CAD,1.327
R000327,2024-02-12,USD/JPY,150.2198
R001159,2024-06-01,USD/GBP,0.7877
R002187,2024-10-13,USD/JPY,146.3854
R000388,2024-02-20,USD/JPY,151.2861
R001042,2024-05-17,USD/GBP,0.7764
R001770,2024-08-19,EUR/GBP,0.8547
R001188,2024-06-05,USD/EUR,0.9179
R000282,2024-02-06,USD/JPY,149.4833
R001874,2024-09-02,USD/GBP,0.7861
R000352,2024-02-15,EUR/GBP,0.8625
R001356,2024-06-26,EUR/GBP,0.828
R000043,2024-01-06,USD/CAD,1.3484
R002454,11/17/2024,USD/CNY,7.1286
R000102,2024-01-14,USD/CAD,1.3443
R002711,12/21/2024,EUR/GBP,0.843
R002978,2025-01-26,USD/AUD,1.5071
R000447,2024-02-28,USD/CAD,1.3549
R002165,2024-10-10,USD/CAD,1.3713
R001274,2024-06-15,USD/CNY,7.1573
R000135,2024-01-18,USD/AUD,1.506
R000575,2024-03-15,USD/CNY,7.2396
R000877,2024-04-25,USD/EUR,0.9152
R001527,2024-07-19,USD/GBP,0.7947
R000857,2024-04-22,USD/INR,82.5075
R000129,2024-01-17,USD/CNY,7.1872
R000748,2024-04-07,USD/CAD,1.3398
R000573,2024-03-15,USD/AUD,1.525
R002523,2024-11-26,USD/CNY,7.2064
R002723,2024-12-23,USD/INR,82.319
R000876,04/24/2024,USD/CNY,7.3088
R000104,2024-01-14,EUR/GBP,0.8432
R001674,2024-08-07,USD/JPY,147.1302
R000411,2024-02-23,USD/AUD,1.5308
R002807,2025-01-03,USD/CAD,1.3489
R001179,2024-06-03,EUR/GBP,0.8416
R001907,2024-09-06,USD/AUD,1.4961
R000605,2024-03-19,USD_CNY,7.2097
R002900,2025-01-16,USD/EUR,0.9226
R002018,2024-09-21,USD/JPY,145.5243
R002400,2024-11-10,USD/CNY,7.185
R001434,2024-07-07,USD/GBP,0.7755
R000385,2024-02-20,USD/EUR,0.913
R001901,2024-09-05,USD/CNY,7.23
R000057,2024-01-08,USD/INR,82.5018
R000712,2024-04-03,USD/EUR,0.9191
R000325,2024-02-12,USD/GBP,0.7722
R000079,2024-01-11,USD/JPY,148.6363
R000541,2024-03-11,USD/CAD,1.3613
R000356,2024-02-16,USD/INR,82.3659
R000360,2024-02-16,USD/CNY,7.1206
R001019,2024-05-14,USD/INR,82.9335
R002649,2024-12-13,USD/CNY,7.1811
R002990,2025-01-28,USD/GBP,0.7988
R000916,2024-04-29,USD/CNY,7.2
R000308,2024-02-09,EUR/GBP,0.845
R001414,2024-07-04,USD/JPY,151.715
R000814,2024-04-16,USD/JPY,148.7919
R000042,2024-01-06,USD/JPY,148.7545
R001707,2024-08-11,USD/CAD,1.3591
R001406,2024-07-03,USD/INR,82.5703
R001588,07/27/2024,USD/INR,82.8946
R000883,2024-04-25,EUR/GBP,0.8458
R000699,2024-04-01,USD/INR,83.9688
R002947,2025-01-22,USD/CAD,1.3512
R000004,2024-01-01,usd-jpy,150.7617
R000216,2024-01-29,USD/EUR,0.927
R000977,2024-05-08,USD/JPY,147.8283
R000099,2024-01-14,USD/EUR,0.92
R001630,2024-08-01,USD/CAD,1.3615
R002631,2024-12-11,USD/INR,83.4468
R002765,2024-12-28,USD/AUD,1.5238
R001371,2024-06-28,USD/AUD,1.5174
R003014,2025-01-31,USD/INR,82.0376
R002511,2024-11-25,USD/INR,83.6009
R001192,2024-06-05,USD/CAD,1.332
R001687,2024-08-09,USD/EUR,0.9157
R001814,2024-08-25,USD/INR,83.9462
R001517,2024-07-17,USD/CNY,7.2887
R000701,2024-04-01,USD/AUD,1.5121
R000456,2024-02-29,USD/AUD,1.5079
R002402,2024-11-11,USD/GBP,0.7814
R002399,2024-11-10,EUR/GBP,0.8518
R000522,2024-03-09,USD/GBP,0.7842
R001261,2024-06-14,USD/GBP,0.7844
R002915,2025-01-18,USD/GBP,0.7853
R001038,2024-05-16,USD/AUD,1.4977
R000390,02/20/2024,USD_AUD,1.5112
R000952,2024-05-05,USD/EUR,0.9232
R002256,2024-10-22,USD/AUD,1.5255
R000412,2024-02-23,EUR/GBP,0.8404
R002683,2024-12-18,USD/GBP,0.7774
R001645,2024-08-03,USD/CAD,1.3357
R001302,2024-06-19,USD/CAD,1.3634
R002586,2024-12-05,USD_GBP,0.7751
R001297,2024-06-18,USD/CNY,7.246
R001562,2024-07-23,USD/CNY,7.1264
R001269,2024-06-15,USD/GBP,0.7743
R002362,2024-11-05,EUR/GBP,0.8385
R002034,2024-09-23,USD_CAD,1.3568
R002890,01/14/2025,USD/AUD,1.5258
R001022,2024-05-14,USD/AUD,1.5113
R000502,2024-03-06,USD/AUD,1.549
R002871,2025-01-12,USD/GBP,0.775
R000759,2024-04-08,USD/CNY,7.1184
R002697,2024-12-20,USD/EUR,0.93
R000429,2024-02-26,USD/GBP,0.7883
R002513,2024-11-25,usd-aud,1.5283
R001318,2024-06-21,USD/AUD,1.5154
R001137,2024-05-29,USD/JPY,150.2664
R000074,2024-01-10,USD/AUD,1.5438
R000026,2024-01-04,USD/JPY,148.6647
R001345,2024-06-25,USD/INR,83.99
R001590,2024-07-27,USD/CAD,1.3512
R001127,2024-05-28,USD/GBP,0.7824
R001783,08/21/2024,USD/JPY,146.2655
R001140,2024-05-29,EUR/GBP,0.856
R000506,2024-03-07,USD/GBP,0.7762
R001727,2024-08-14,USD_GBP,0.7758
R001395,2024-07-01,EUR/GBP,0.8469
R002366,2024-11-06,USD/JPY,150.7776
R002623,12/10/2024,USD/GBP,0.7807
R002773,2024-12-29,USD/AUD,1.5173
R001771,2024-08-19,USD/CNY,7.1831
R002254,10/22/2024,USD/JPY,148.482
R001121,2024-05-27,USD/INR,84.1198
R002606,2024-12-08,USD/EUR,0.9183
R000587,2024-03-17,USD/CAD,1.3438
R001773,2024-08-20,USD/GBP,0.7751
R000612,2024-03-20,EUR/GBP,0.8495
R001139,2024-05-29,USD_AUD,1.5291
R000426,2024-02-25,EUR/GBP,0.8616
R000649,2024-03-25,USD/AUD,1.5165
R001090,2024-05-23,USD/GBP,0.7785
R002808,2025-01-03,USD/AUD,1.5073
R002004,2024-09-19,USD/CAD,1.3458
R001409,07/03/2024,USD/AUD,1.5151
R000566,2024-03-14,EUR/GBP,0.8465
R001733,2024-08-14,USD/CNY,7.1786
R000886,2024-04-26,USD/GBP,0.7944
R002941,2025-01-21,USD/AUD,1.5351
R002493,2024-11-22,USD/CNY,7.1446
R000783,2024-04-12,USD/EUR,0.9235
R002620,2024-12-09,EUR/GBP,0.8624
R001962,2024-09-14,USD/EUR,0.9226
R000630,2024-03-23,USD/GBP,0.7885
R002888,2025-01-14,USD/JPY,150.5617
R002847,2025-01-09,USD/EUR,0.9146
R000501,2024-03-06,USD/CAD,1.3625
R001706,2024-08-11,USD/JPY,148.1417
R002937,2025-01-21,USD/EUR,0.9144
R000409,2024-02-23,USD/JPY,148.6786
R001344,2024-06-25,USD/GBP,0.7893
R000165,2024-01-22,USD/JPY,149.9306
R002500,2024-11-23,EUR/GBP,0.8529
R000244,2024-02-01,USD/CAD,1.3617
R002868,2025-01-11,EUR/GBP,0.8425
R002837,2025-01-07,USD/AUD,1.5489
R001523,2024-07-18,USD/AUD,1.5166
R000379,02/19/2024,USD/INR,85.0219
R001088,2024-05-22,USD/CNY,7.1971
R001819,2024-08-26,USD/EUR,0.9181
R002593,2024-12-06,USD/GBP,0.7797
R000295,2024-02-08,USD/GBP,0.7828
R001958,2024-09-13,USD/CAD,1.3924
R002315,2024-10-30,USD/CAD,1.359
R002191,2024-10-13,USD/CNY,7.0653
R001937,2024-09-10,USD/AUD,1.5239
R002764,2024-12-28,USD/CAD,1.3415
R000316,2024-02-10,EUR/GBP,0.8502
R000529,2024-03-10,USD/EUR,0.9224
R002971,2025-01-25,EUR/GBP,0.8337
R001178,2024-06-03,USD/AUD,1.5185
R000190,2024-01-25,USD/CAD,1.3295
R000028,2024-01-04,USD/AUD,1.5257
R002563,2024-12-02,USD/EUR,0.9115
R000275,02/05/2024,USD/JPY,147.0425
R002198,2024-10-14,USD/CNY,7.1814
R001075,2024-05-21,USD/INR,84.0289
R001862,2024-08-31,USD/JPY,149.7041
R002014,2024-09-20,USD/CNY,7.1125
R001891,2024-09-04,USD/CAD,1.3574
R002359,2024-11-05,USD/JPY,145.8623
R002679,2024-12-17,usd-aud,1.5214
R001335,2024-06-23,USD/CNY,7.1907
R002535,2024-11-28,USD/CAD,1.3444
R002249,2024-10-21,EUR/GBP,0.8484
R000586,2024-03-17,USD/JPY,148.8686
R000838,2024-04-19,USD/AUD,1.5048
R000711,2024-04-02,USD/CNY,7.1952
R002288,2024-10-26,USD/CNY,7.1619
R002495,11/23/2024,USD/GBP,0.7702
R001251,2024-06-12,USD/CNY,7.2038
R003026,2025-02-01,EUR/GBP,0.8467
R002587,2024-12-05,USD/INR,82.1024
R001438,2024-07-07,USD/AUD,1.5444
R001784,2024-08-21,USD/CAD,1.3603
R001554,07/22/2024,EUR/GBP,0.843
R000817,04/16/2024,EUR/GBP,0.8523
R002984,2025-01-27,USD/JPY,148.9288
R001922,2024-09-08,USD/AUD,1.5314
R000958,2024-05-05,EUR/GBP,0.8539
R000303,2024-02-09,USD/GBP,0.7858
R000572,2024-03-15,USD/CAD,1.3726
R002651,2024-12-14,USD/GBP,0.7729
R002490,2024-11-22,USD/CAD,1.3241
R000631,2024-03-23,USD/JPY,145.9867
R001512,2024-07-17,USD/INR,83.0389
R002464,2024-11-19,USD/GBP,0.7703
R002934,2025-01-20,USD/AUD,1.5345
R001700,2024-08-10,USD/AUD,1.5227
R001064,2024-05-19,USD/CNY,7.0551
R002220,2024-10-18,USD/EUR,0.9177
R002475,2024-11-20,USD/AUD,1.5246
R002204,2024-10-15,USD/AUD,1.5003
R001990,2024-09-17,EUR/GBP,0.8537
R002640,2024-12-12,USD/AUD,1.526
R001850,2024-08-29,USD/CNY,7.2107
R001839,2024-08-28,USD/CAD,1.3496
R000924,04/30/2024,USD/CNY,7.1297
R000723,04/04/2024,USD/JPY,146.4979
R000060,2024-01-08,EUR/GBP,0.8583
R002237,2024-10-20,USD/GBP,0.7801
R002438,2024-11-15,USD/CNY,7.2393
R001847,2024-08-29,USD/CAD,1.3671
R000024,2024-01-04,USD/EUR,0.9069
R000578,2024-03-16,USD/INR,83.8414
R000684,2024-03-30,USD/JPY,149.2267
R001016,2024-05-13,usd-cny,7.1942
R000347,2024-02-15,USD/GBP,0.7687
R002622,2024-12-10,USD/EUR,0.9273
R001668,2024-08-06,USD/CAD,1.3432
R001556,2024-07-23,USD/EUR,0.9234
R002992,01/28/2025,USD/JPY,149.3941
R000009,2024-01-02,USD/EUR,0.9157
R002955,2025-01-23,EUR/GBP,0.8419
R000229,01/30/2024,USD/AUD,1.5091
R000490,2024-03-05,USD/GBP,0.7869
R002581,2024-12-04,USD/CAD,1.355
R001666,2024-08-06,USD/INR,83.181
R000830,2024-04-18,USD/CAD,1.3462
R000386,2024-02-20,USD/GBP,0.7812
R002676,2024-12-17,USD/INR,81.5671
R000450,2024-02-28,USD/CNY,7.1039
R002501,2024-11-23,USD/CNY,7.221
R000016,2024-01-02,USD/CNY,7.1396
R001115,05/26/2024,USD/JPY,148.7234
R002851,2025-01-09,USD/CAD,1.3426
R001389,2024-07-01,USD/EUR,0.9203
R002458,2024-11-18,USD/JPY,148.8555
R001589,2024-07-27,USD/JPY,147.271
R000824,2024-04-17,EUR/GBP,0.8469
R002157,2024-10-09,USD/JPY,147.9428
R002775,12/30/2024,USD/EUR,0.9155
R001227,2024-06-09,USD/CNY,7.1831
R002950,2025-01-22,USD/CNY,7.0629
R002667,2024-12-16,USD/GBP,0.7866
R001976,2024-09-15,EUR/GBP,0.8467
R001232,06/10/2024,USD/CAD,1.3315
R001803,2024-08-23,USD/CNY,7.1291
R001010,2024-05-12,USD/CNY,7.1416
R001756,08/17/2024,eur-gbp,0.8617
R001966,2024-09-14,USD/CAD,1.3512
R002748,2024-12-26,USD/JPY,146.7907
R002793,2025-01-01,EUR/GBP,0.8465
R002433,2024-11-15,USD/INR,83.1804
R001107,2024-05-25,USD/JPY,149.41
R000498,2024-03-06,USD/GBP,0.7785
R000353,2024-02-15,USD/CNY,7.2416
R001912,2024-09-07,USD/INR,85.0564
R000443,02/28/2024,USD/EUR,0.901
R000002,2024-01-01,USD_GBP,0.7789
R000286,2024-02-06,USD/CNY,7.0398
R001561,2024-07-23,EUR/GBP,0.8498
R001647,2024-08-03,EUR/GBP,0.8484
R000784,2024-04-12,USD/GBP,0.7848
R000861,2024-04-22,EUR/GBP,0.8517
R002067,2024-09-27,EUR/GBP,0.8293
R002677,2024-12-17,USD/JPY,149.0192
R000349,2024-02-15,USD/JPY,147.4331
R000069,2024-01-09,USD/CNY,7.206
R000404,2024-02-22,USD/AUD,1.5207
R002364,2024-11-06,USD/GBP,0.7887
R000755,2024-04-08,USD/JPY,147.0901
R000798,2024-04-14,USD/INR,83.767
R001051,2024-05-18,USD/INR,82.6795
R003011,01/30/2025,USD/CNY,7.1733
R002442,2024-11-16,USD/JPY,150.5515
R000178,2024-01-24,USD/EUR,0.9334
R000954,2024-05-05,USD/INR,84.4012
R001381,06/29/2024,USD/CNY,7.2287
R002091,2024-09-30,EUR/GBP,0.8528
R001797,2024-08-23,USD/GBP,0.7775
R002113,2024-10-03,USD/CAD,1.3506
R001876,2024-09-02,USD/JPY,150.5726
R000253,2024-02-02,USD/AUD,1.5523
R001439,2024-07-07,EUR/GBP,0.8542
R000559,2024-03-13,USD/CNY,7.2083
R001578,2024-07-26,USD/EUR,0.9307
R001902,2024-09-06,USD/EUR,0.9169
R000194,2024-01-26,USD/EUR,0.9085
R002918,2025-01-18,USD/CAD,1.359
R001508,2024-07-16,EUR/GBP,0.8581
R001915,2024-09-07,USD/AUD,1.4926
R002824,2025-01-05,USD/CNY,7.0791
R000245,2024-02-01,USD/AUD,1.5018
R000446,2024-02-28,USD/JPY,149.4945
R000477,2024-03-03,USD/JPY,149.3562
R000539,2024-03-11,USD/INR,84.0372
R001331,2024-06-23,USD/JPY,150.7732
R000256,2024-02-03,USD/EUR,0.9155
R000452,2024-02-29,USD/GBP,0.7875
R002786,2024-12-31,USD/CAD,1.3452
R001489,2024-07-14,USD/INR,81.9307
R001745,2024-08-16,USD/JPY,147.1229
R003038,2025-02-03,USD/CAD,1.3523
R001894,2024-09-05,USD/EUR,0.919
R002437,2024-11-15,EUR/GBP,0.8489
R002840,2025-01-08,USD/GBP,0.7788
R002358,2024-11-05,USD/INR,83.3193
R002899,2025-01-15,USD/CNY,7.1594
R000949,2024-05-04,USD/AUD,1.5193
R000511,2024-03-07,EUR/GBP,0.8523
R001394,2024-07-01,USD/AUD,1.5221
R001509,2024-07-16,USD_CNY,7.1863
R001877,2024-09-02,USD/CAD,1.3424
R002280,2024-10-25,EUR/GBP,0.8539
R001332,2024-06-23,USD/CAD,1.3665
R001310,2024-06-20,USD/AUD,1.5272
R002719,2024-12-22,EUR/GBP,0.845
R001893,2024-09-04,USD/CNY,7.1487
R002652,12/14/2024,USD/INR,84.464
R002608,2024-12-08,USD/INR,81.365
R001872,2024-09-01,USD/CNY,7.1646
R001911,2024-09-07,USD/GBP,0.7935
R002452,2024-11-17,usd-aud,1.5074
R002410,2024-11-12,USD/INR,82.2446
R000622,2024-03-22,USD/EUR,0.9243
R001511,2024-07-17,USD/GBP,0.7711
R001809,08/24/2024,USD/AUD,1.496
R001672,2024-08-07,USD/GBP,0.7771
R001701,2024-08-10,EUR/GBP,0.853
R002272,2024-10-24,EUR/GBP,0.8459
R001201,2024-06-06,USD_AUD,1.5219
R002707,2024-12-21,USD/INR,83.3205
R000664,2024-03-27,USD/AUD,1.5117
R000775,2024-04-11,USD/EUR,0.9257
R000574,2024-03-15,EUR/GBP,0.8481
R002968,2025-01-25,USD/JPY,147.653
R002348,2024-11-04,USD/EUR,0.9121
R002690,2024-12-19,USD/GBP,0.7848
R002635,2024-12-11,USD/CNY,7.3021
R002973,2025-01-26,USD/EUR,0.9074
R001122,2024-05-27,USD/CAD,1.366
R002029,2024-09-22,USD/CNY,7.1951
R002655,2024-12-14,USD/AUD,1.51
R001999,2024-09-18,USD/CNY,7.1683
R000140,01/19/2024,USD/INR,82.1759
R002951,2025-01-23,USD/EUR,0.9311
R000283,2024-02-06,USD/CAD,1.3714
R000259,2024-02-03,USD/JPY,149.1591
R000617,2024-03-21,USD/JPY,148.6625
R001812,2024-08-25,USD/EUR,0.9214
R001798,2024-08-23,USD/INR,82.5377
R002412,2024-11-12,USD/CAD,1.3708
R002283,2024-10-26,USD/GBP,0.7893
R000726,2024-04-04,EUR/GBP,0.8484
R001637,2024-08-02,USD/JPY,147.0816
R002131,2024-10-05,EUR/GBP,0.8537
R000678,2024-03-29,USD/AUD,1.5466
R002007,2024-09-19,USD/CNY,7.1801
R001153,2024-05-31,USD/JPY,147.5511
R001899,2024-09-05,USD/AUD,1.5285
R000056,2024-01-08,USD/GBP,0.7873
R002636,12/12/2024,USD/EUR,0.9299
R002248,10/21/2024,USD/AUD,1.4998
R001412,2024-07-04,USD/EUR,0.9251
R002234,2024-10-19,EUR/GBP,0.8576
R001289,2024-06-17,EUR/GBP,0.8406
